ID,TITLE,CATEGORY
781,climate change blamed for weather disasters,w
782,garrett weathers pulp mill fallout,w
783,gash weathers labor swing,w
784,bad weather forces paddlers to quit fraser,w
785,sa total fire bans extreme weather risk,w
786,bad weather dampens kayakers hopes,w
787,hatton underlines importance of mayweather fight,w
788,mayweather on weight limit for hatton fight,w
789,mayweather defeats hatton in title fight,w
790,mayweather win could spawn huge 2008 fights,w
791,mild weather helping sa fire battle,w
792,weather change may not help ki fire battle,w
793,severe weather warning issued,w
794,vic ses still busy despite weather easing,w
795,wild weather hits south east aust,w
796,wild weather lashes south east aust,w
797,crews clean up after wild weather,w
798,fine weather forecast for christmas day,w
799,weekend weather good for farmers,w
800,abc weather,w
801,severe weather warning for nsws far nth coast,w
802,parts of nt on alert for severe weather,w
803,qld coast braces for rough weather,w
804,qld settles in to endure days of wild weather,w
805,weather warnings issued for nt,w
806,wild weather threatens gold coasts nye fireworks,w
807,qld braced for more wild weather,w
808,weather eases in parts of qld,w
809,weather knocks out power but brings useful rain,w
810,wild weather to keep clam boats in port,w
811,nt weather bureau warns of cyclone floods,w
812,weather may hamper pittwater coffs race,w
813,weather threatens to close sydney beaches,w
814,wild weather wreaks havoc,w
815,severe weather hurting se qld tourism,w
816,south east qld braces for more wild weather,w
817,warmer weather sparks fire fears,w
818,wild weather changes pittwater coffs race route,w
819,cool qld weather causes summer fruit glut,w
820,extreme weather caused line fault delays telstra,w
821,extreme weather for gympie cooloola in 2007,w
822,nt braces for further bad weather,w
823,wild weather closes qld roads beaches,w
824,authorities brace for more wild weather,w
825,weather shuts down sydney brisbane rail line,w
826,wild weather lashes nt nsw,w
827,change in the weather concern for firefighters,w
828,major fault leaves gympie weather radar offline,w
829,wet weather delays cardwell feral animal shoot,w
830,dive operators lose out due to wild weather,w
831,meteorologists monitor unpredictable weather system,w
832,wet weather causes phones internet hassles,w
833,hot weather sparks victorian fires,w
834,la nina extreme weather to continue until autumn,w
835,caravans cars crushed in vics wild weather,w
836,hot dry weather predicted for next three months,w
837,weather hampers tas firefighters,w
838,weather helps crews battle to contain vic blazes,w
839,wild weather hits n qld,w
840,murgon expected to weather business woes,w
841,wild weather heads for central qld,w
842,wet weather a boon for coral scientists,w
843,weather not helping gippsland lakes blue green,w
844,ggs ice dream licked by bad weather,w
845,watch the weather on the beach lifesavers,w
846,coal operations expected to weather flooding,w
847,china plans to stop weather from raining on,w
848,lga hears mallee weathering drought better than,w
849,new year brings record breaking weather to,w
850,wild weather causes havoc in uk spain,w
851,chinas severe weather to continue,w
852,china warns worst not over in weather crisis,w
853,volatile weather threatens sydney,w
854,rain to stay until june weather bureau,w
855,wild weather predicted for qld this afternoon,w
856,winter weather devastates afghanistan,w
857,weather bureau warns of kimberley cyclone,w
858,more wet weather expected for se qld,w
859,qld battered by more wild weather,w
860,queensland tourism hit by wild weather,w
861,se qld warned to brace for wild weather,w
862,ses prepares for wild se qld weather,w
863,severe weather warnings as storms batter qld,w
864,wa expected to better weather further interest,w
865,qlds wild weather continues,w
866,gawler ranges blaze weather hopes,w
867,northern weather bureau shopfront may close,w
868,pirates stealing weather bureau equipment,w
869,rangers on watch as weather threatens fraser,w
870,wide bay fisherman lose money in bad weather,w
871,federal meetings over future of launceston weather,w
872,launceston weather bureau shop guaranteed,w
873,mp denies rocky weather bureau closure,w
874,pm rejects claims regions will lose weather bureaus,w
875,bad weather delays dalrymple bay coal terminal,w
876,pm announces emerald weather radar funds,w
877,rudd rejects oppositions weather bureau cutback,w
878,disabled may get more choice weatherill,w
879,asia set to weather us economic downturn expert,w
880,weather upsets survival competition,w
881,weather events rain on suncorp profits,w
882,leeds weather storm to claim world crown,w
883,mossman gorge rescues spark weather warning,w
884,north qld braces for more severe weather,w
885,severe weather warning for fnq,w
886,dry weather helping conservationists trap feral,w
887,banana growers count cost of wild weather,w
888,bad weather likely cause of skydivers death,w
889,simon mcculloch weather bureau fire weather,w
890,weather extremes devastate wine grape growers,w
891,bushfire contained as weather mild continues,w
892,wild weather plays havoc with seafood catch,w
893,sheens hopeful of weathering the cowboys,w
894,telstra blames bad weather for repair delays,w
895,weather hinders brisbane to gladstone record,w
896,more dry weather forecast for bendigo,w
897,aust economy weathers us downturn un survey,w
898,roosters weather late storm surge,w
899,damage trail from sa wild weather,w
900,dust storms add to weather problems,w
901,extreme weather warning for goulburn murray,w
902,tasmanian wild weather warning,w
903,tas wild weather blocks roads cuts power,w
904,wall collapse kills pedestrian as weather worsens,w
905,weather bureau forecaster peter blake talks to liz,w
906,wild weather fallen trees warning for motorists,w
907,wild weather forecast puts ses on alert,w
908,wild weather lashes sa,w
909,tasmanian weather forecaster simon mcculloch with,w
910,wild weather clean up underway,w
911,dry weather a concern for monaro farmers,w
912,sa minister jay weatherill announces funding,w
913,tucker fairweather star in canberra marathon,w
914,perth about to break 80 year weather record,w
915,christmas island warned to prepare for bad weather,w
916,sa housing minister jay weatherill talks about the,w
917,bad weather doesnt deter newcastle anzac day crowds,w
918,severe weather warning issued for nsw and act,w
919,housing minister jay weatherill tells hayley,w
920,de la hoya presses case for mayweather rematch,w
921,la nina over weather bureau,w
922,wild weather trends may increase premiums,w
923,dry weather takes toll on wimmera river water,w
924,bzzzzt 555am and its time to check the weather,w
925,dry weather cuts sugar production,w
926,brough not the issue weatherill,w
927,sa aboriginal affairs minister jay weatherill on,w
928,se qld braces for severe weather,w
929,wild qld weather forces flight diversions,w
930,wa storms likely to taper off weather bureau,w
931,wild weather forces beaches to close,w
932,ses works through night after heavy wa weather,w
933,qld braces for further wild weather,w
934,wild qld weather heading south,w
935,extreme weather planning urged,w
936,wild newcastle weather forces ships to deeper water,w
937,wet windy weather tests manlys ferries,w
938,mayweather retires again,w
939,sa aboriginal affairs minister jay weatherill on a,w
940,wa residents warned to prepare for wild weather,w
941,bad weather disrupts sydney ferries,w
942,wild weathers death toll reaches 25 in india,w
943,sa families minister jay weatherill speaks with,w
944,tasmanian weather forecaster simon mcculloch,w
945,wild weather warning,w
946,wild weather warning for north east victoria,w
947,us crop damage from weather tops 8 billion,w
948,more wild weather for sa,w
949,wild and mild weather,w
950,weather thwarts rescue,w
951,wet weather causes road havoc,w
952,stormy weather approaching,w
953,severe weather warning extended for south wa,w
954,australian scientists take their weather expertise,w
955,weather bureau boss resigns,w
956,cold weather likely cause of fish kill,w
957,wild qld weather continues to whip up waves,w
958,wild weather blows along qld coastline,w
959,k2 rescue further delayed by bad weather,w
960,karlsson indias singh lead weather hit pga,w
961,warmer weather produces more powerful storms study,w
962,aussie athletes battle beijings weather,w
963,poor weather conditions delay sailing races,w
964,weather wreaks havoc on olympic competition,w
965,bad weather hampers mt cook rescue effort,w
966,aussie sailors bomb out in bad weather,w
967,bad weather coming,w
